administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,administrative_area_level_4,country,establishment,floor,hospital,lat,lng,locality,location_type,neighborhood,political,postal_code,postal_code_suffix,premise,route,street_number,subpremise
São Paulo,Junqueirópolis,,,Brazil,,,SANTA CASA DE JUNQUEIROPOLIS,-21.514993,-51.4387238,,ROOFTOP,,Centro,17890-000,,,Rua Pôrto Alegre,1221,
São Paulo,Martinópolis,,,Brazil,,,SANTA CASA MISERICORDIA PADRE JOAO SCHNEIDER MARTINOPOLIS,-22.1461622,-51.17005710000001,,ROOFTOP,,Centro,19500-000,,,Rua José Henrique de Mello,236,
São Paulo,Presidente Epitácio,,,Brazil,,,SANTA CASA DE PRESIDENTE EPITACIO,-21.7739921,-52.1114426,,ROOFTOP,,VIla Maria,19470-000,,,Rua Antônio Venâncio Lopes,942,
São Paulo,Santo Anastácio,,,Brazil,,,SANTA CASA DE SANTO ANASTACIO,-21.9762156,-51.6512885,,ROOFTOP,,Centro,19360-000,,,Praça Dr. Luís Ramos e Silva,328,
São Paulo,Cerquilho,,,Brazil,,,SANTA CASA DE MISERICORDIA DE CERQUILHO,-23.171535,-47.743838,,ROOFTOP,,Centro,18520-000,,,Rua Paulo Setúbal,200,
São Paulo,Espírito Santo do Pinhal,,,Brazil,,,HOSPITAL FRANCISCO ROSAS E S PINHAL SP,-22.1943607,-46.7418209,,ROOFTOP,,Centro,13990-000,,,Rua Teixeira Rios,210,
São Paulo,Presidente Prudente,,,Brazil,,,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS,-22.1211547,-51.3894015,,ROOFTOP,,Centro,19015-140,,,Rua Doutor Gurgel,715,
São Paulo,Ituverava,,,Brazil,,,SANTA CASA DE MISERICORDIA DE ITUVERAVA,-20.3364621,-47.7882936,,ROOFTOP,,Centro,14500-000,,,Praça Monsenhor João Rulli,729,
São Paulo,Mauá,,,Brazil,,,SANTA CASA DE MAUA,-23.6810706,-46.4610409,,ROOFTOP,,Vila Assis Brasil,09370-090,,,Avenida Dom José Gaspar,1374,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA VILA PRUDENTE,-23.5821437,-46.5826241,,ROOFTOP,,Vila Prudente,03132-050,,,Praça Centenário de Vila Prudente,108,
São Paulo,São Paulo,,,Brazil,,,HD DA REDE HORA CERTA IPIRANGA FLAVIO GIANNOTTI,-23.5876645,-46.6086622,,ROOFTOP,,Ipiranga,04203-000,,,Rua Xavier de Almeida,210,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA CIDADE ADEMAR,-23.6956122,-46.6596063,,ROOFTOP,,Balneário Mar Paulista,04463-010,,,Rua Córrego Azul,433,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA PENHA MAURICE PATE,-23.5265776,-46.5503177,,ROOFTOP,,Penha de França,03632-010,,,Praça Nossa Senhora da Penha,55,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA SAO MIGUEL TITO LOPES,-23.4971861,-46.4405179,,ROOFTOP,,Vila Americana,08010-020,,,Rua João Augusto Morais,348,
São Paulo,São Paulo,,,Brazil,,,HOSP DO SERV PUB MUNICIPAL HSPM,-23.566786,-46.639245,,ROOFTOP,,Aclimação,01532-000,,,Rua Castro Alves,60,
Bahia,Salvador,,,Brazil,,,HOSPITAL SANTO AMARO,-12.9979088,-38.5160595,,ROOFTOP,,Federação,40000-001,,,Ladeira do Campo Santo,s/n,
,,,,,,,AMBULATORIO DE SAUDE MENTAL E HOSP DIA NICANOR P DE GODOY,,,,,,,,,,,,
São Paulo,Pindamonhangaba,,,Brazil,,,SANTA CASA DE PINDAMONHANGABA,-22.9318482,-45.4585948,,ROOFTOP,,Centro,12410,,,Rua Major José dos Santos Moreira,466,
São Paulo,Presidente Prudente,,,Brazil,,,HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE,-22.1323104,-51.407395,,ROOFTOP,,Cidade Universitária,19050-680,,,Rua José Bongiovani,1297,
São Paulo,Lins,,,Brazil,,,SANTA CASA DE LINS,-21.6721476,-49.75558480000001,,ROOFTOP,,Centro,16403-265,,,Rua Pedro de Toledo,486,
São Paulo,São Sebastião,,,Brazil,,,HOSPITAL DE CLINICAS DE SAO SEBASTIAO,-23.8040733,-45.4024764,,ROOFTOP,,Centro,11608-608,,,Rua Capitão Luís Soares,550,
São Paulo,Sorocaba,,,Brazil,,,HOSPITAL SANTA LUCINDA SOROCABA,-23.509427,-47.4562794,,GEOMETRIC_CENTER,,Jardim Vergueiro,18030-083,,,Rua Claudio Manoel da Costa,,
São Paulo,Rio das Pedras,,,Brazil,,,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO RIO DAS PEDRAS,-22.847151,-47.6082724,,ROOFTOP,,CENTRO,13390-000,,,Rua São Vicente de Paula,60,
São Paulo,Piracicaba,,,Brazil,,,SANTA CASA DE PIRACICABA,-22.7372796,-47.6434736,,ROOFTOP,,Alto,13417,,,Avenida Independência,953,
,,,,,,,HOSPITAL DO CANCER DR FLAVIO ISAIAS RODRIGUES MOGI DAS CRUZE,,,,,,,,,,,,
São Paulo,Guararema,,,Brazil,,,SANTA CASA DE GUARAREMA,-23.4144411,-46.0364485,,ROOFTOP,,Centro,08900-000,,,Pc Dr Botelho Egas,11,
California,Kern County,,,United States,,,HOSPITAL DE AGUDOS,35.7622089,-119.2397627,Delano,ROOFTOP,,,93215,3690,,Garces Highway,1401,
São Paulo,Indaiatuba,,,Brazil,,,HOSPITAL AUGUSTO DE OLIVEIRA CAMARGO,-23.0923014,-47.2120752,,ROOFTOP,,Jardim Santa Cruz,13344-700,,,Avenida Francisco de Paula Leite,399 1,
São Paulo,Taboão da Serra,,,Brazil,,,UNIDADE MISTA DE TABOAO DA SERRA,-23.6286662,-46.793225,,ROOFTOP,,Jardim Trianon,06783-230,,,Estrada Tenente José Maria da Cunha,862,
São Paulo,Pirassununga,,,Brazil,,,SANTA CASA DE PIRASSUNUNGA,-21.9960798,-47.4224036,,ROOFTOP,,Centro,13631-045,,,Avenida Newton Prado,1883,
São Paulo,Jundiaí,,,Brazil,,,HCSVP HOSPITAL SAO VICENTE,-23.183918,-46.8898835,,ROOFTOP,,Centro,13201-625,,,Rua São Vicente de Paulo,223,
São Paulo,São Paulo,,,Brazil,Proximo depósito Fernanda e Hospital,,HOSP MUN FERNANDO MAURO PIRES DA ROCHA,-23.6490383,-46.7493555,,GEOMETRIC_CENTER,,Vila Maracana,05835-005,,,Estrada de Itapecerica,,
São Paulo,Guarujá,,,Brazil,,,UMI ANA FERNANDES DE FREITAS ANA PARTEIRA GUARUJA,-23.9485544,-46.29393880000001,,GEOMETRIC_CENTER,,Sítio Paecara (Vicente de Carvalho),11460-004,,,Rua Osvaldo Boudichi Fernandes,,
São Paulo,Bauru,,,Brazil,,,HOSPITAL DE BASE DE BAURU,-22.3304631,-49.0765772,,ROOFTOP,,Centro,17014-340,,,Avenida Duque de Caxias,1063,
São Paulo,Bauru,,,Brazil,,,HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU,-22.333805,-49.05992699999999,,ROOFTOP,,Vila Nova Cidade Universitaria,17012-900,,,Rua Silvio Marchione,3-20,
São Paulo,Bauru,,,Brazil,,,MATERNIDADE SANTA ISABEL,-22.3339012,-49.0653037,,ROOFTOP,,Vila Universitaria,17012-055,,,Rua Araújo Leite,26-27,
São Paulo,Igaraçu do Tietê,,,Brazil,,,HOSPITAL E MATERNIDADE SAO CAMILO IGARACU TIETE,-22.51256,-48.5539871,Igaraçu do Tietê,APPROXIMATE,,,17350-000,,,,,
São Paulo,Bauru,,,Brazil,,,HOSPITAL ESTADUAL BAURU,-22.338597,-49.0280905,,ROOFTOP,,Nucleo Residencial Presidente Geisel,17033-360,,,Avenida Engenheiro Luís Edmundo Carrijo Coube,1-100,
São Paulo,Promissão,,,Brazil,,,HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUALDA DE PROMISSAO,-21.541945,-49.8607421,,ROOFTOP,,Centro,16370-000,,,Avenida General Euríco Gaspar Dutra,620,
São Paulo,Duartina,,,Brazil,,,HOSPITAL SANTA LUZIA DUARTINA,-22.4147863,-49.41621869999999,,ROOFTOP,,Vila Duartina,17470-000,,,Rua Doutor Gil Borges,226,
São Paulo,Jaú,,,Brazil,,,HOSPITAL TEREZA PERLATTI JAU,-22.2987305,-48.571269,,ROOFTOP,,Jardim Estadio,17203-450,,,Rua Luís Maniero,278,
São Paulo,Bauru,,,Brazil,,,HOSPITAL UNIMED DE BAURU,-22.3216786,-48.9754307,,ROOFTOP,,Parque Santa Terezinha,17035-500,,,Avenida Doutor Arnaldo Prado Curvello,110,Quadra 10
São Paulo,,,,Brazil,,,INSTITUTO LAURO DE SOUZA LIMA BAURU,-22.3245419,-48.9826512,,ROOFTOP,,Distrito Industrial Marcus Vinícius Feliz Machado,17034-971,,,Rodovia Comandante João Ribeiro de Barros,s/n,
São Paulo,Pirajuí,,,Brazil,,,LAR IRMA DULCE NA PROVIDENCIA DE DEUS PIRAJUI,-22.0032757,-49.456492,,ROOFTOP,,,16600-000,,,Rua Voluntário Silvano de Lima,1035,
São Paulo,Arealva,,,Brazil,,,SANTA CASA DE AREALVA,-22.0296434,-48.90799759999999,,ROOFTOP,,Centro,17160-000,,,Rua Jacinto Ribeiro de Barros,342,
São Paulo,Bariri,,,Brazil,,,SANTA CASA DE BARIRI,-22.0702598,-48.7377905,,ROOFTOP,,Vila Santa Terezinha,17250-000,,,Avenida Coronel Antônio José de Carvalho,409,
São Paulo,Cafelândia,,,Brazil,,,SANTA CASA DE CAFELANDIA,-21.8112628,-49.5958692,,ROOFTOP,,,16500-000,,,Rua Justino Francisco Júnior,181,
São Paulo,Dois Córregos,,,Brazil,,,SANTA CASA DE DOIS CORREGOS,-22.3622186,-48.3814501,,ROOFTOP,,Centro,17300-000,,,Avenida Doutor Joaquim Roberto de Carvalho Pinto,896,
São Paulo,Getulina,,,Brazil,,,SANTA CASA DE GETULINA,-21.8026883,-49.9317262,,GEOMETRIC_CENTER,,Residencial dos Oliveiras,16450-000,,,,,
São Paulo,Iacanga,,,Brazil,,,SANTA CASA DE IACANGA,-21.8901238,-49.03141979999999,,ROOFTOP,,Centro,17180-000,,,Avenida Laenert García dos Santos,68,
São Paulo,Jaú,,,Brazil,,,SANTA CASA DE JAU,-22.2916998,-48.562121,,ROOFTOP,,Centro,17201-340,,,Rua Riachuelo,1073,
São Paulo,Bocaina,,,Brazil,,,SANTA CASA DE MISERICORDIA DE BOCAINA,-22.1399026,-48.5174746,,ROOFTOP,,CENTRO,17240-000,,,Rua Cerqueira César,239,
São Paulo,Pederneiras,,,Brazil,,,SANTA CASA DE PEDERNEIRAS,-22.3507065,-48.7801943,,ROOFTOP,,Centro,17280-000,,,Avenida Paulista,O-325,
São Paulo,Piratininga,,,Brazil,,,SANTA CASA DE PIRATININGA,-22.4129416,-49.1321753,,ROOFTOP,,Centro,17490-000,,,Rua Anchieta,102,
,,,,,,,CENTRO DE REFERENCIA MODULO I SAE II ADT III HD,,,,,,,,,,,,
São Paulo,Cotia,,,Brazil,,,HOSPITAL REGIONAL DE COTIA,-23.6089894,-46.9198806,,ROOFTOP,,Jardim Monte Santo,06717-200,,,Avenida Doutor Odair Pacheco Pedroso,171,
São Paulo,Carapicuíba,,,Brazil,,,HOSPITAL GERAL DE CARAPICUIBA,-23.5340247,-46.8305217,,ROOFTOP,,Parque Jose Alexandre,06321-665,,,Rua da Pedreira,95,
São Paulo,Itapecerica da Serra,,,Brazil,,,HOSPITAL GERAL DE ITAPECERICA DA SERRA,-23.700598,-46.84801119999999,,ROOFTOP,,Embu Mirim,06854-000,,,Avenida Guacy Fernandes Domingues,200,
São Paulo,Itirapina,,,Brazil,,,HOSPITAL SAO JOSE ITIRAPINA,-22.249813,-47.8224301,,ROOFTOP,,Vila Cianeli,13530-000,,,Avenida Nove,709,
São Paulo,São José do Rio Preto,,,Brazil,,,SANTA CASA DE MISERICORDIA DE SAO JOSE DO RIO PRETO,-20.8037978,-49.3866618,,ROOFTOP,,Boa Vista,15025-500,,,Rua Fritz Jacobs,1236,
São Paulo,Diadema,,,Brazil,,,PRONTO SOCORRO CENTRAL DE DIADEMA,-23.6862896,-46.6170126,,ROOFTOP,,Centro,09911-190,,,Rua Tiradentes,100,
São Paulo,São Paulo,,,Brazil,,,FUNDACAO FACULDADE DE MEDICINAHCFMUSP INST DE PSIQUIATRIA SP,-23.5574155,-46.6661759,,ROOFTOP,,Pinheiros,05401-000,,,Avenida Rebouças,381,
São Paulo,São Paulo,,,Brazil,,,CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO,-23.5092082,-46.6191949,,ROOFTOP,,Carandiru,02028-000,,,Rua Dom José Maurício,15,
São Paulo,São Paulo,,,Brazil,,,HU HOSPITAL UNIVERSITARIO,-23.5650797,-46.7406904,,ROOFTOP,,Butantã,05508-000,,,Avenida Professor Lineu Prestes,2565,
São Paulo,São Vicente,,,Brazil,,,HOSPITAL MUNICIPAL DE SAO VICENTE,-23.9644989,-46.3873113,,ROOFTOP,,Centro,11310-421,,,Rua Ipiranga,353,
São Paulo,Francisco Morato,,,Brazil,,,HOSPITAL ESTADUAL PROF CARLOS DA SILVA LACAZ FCO MORATO,-23.283681,-46.7476531,,ROOFTOP,,Belem Estacao,07901-155,,,Rodovia Manoel Silvério Pinto,125,
,,,,,,,STS ESTETICLIN,,,,,,,,,,,,
São Paulo,Taubaté,,,Brazil,,,HOSPITAL REGIONAL DO VALE DO PARAIBA,-23.029438,-45.5666919,,ROOFTOP,,Jardim das Nações,12030-180,,,Avenida Tiradentes,280,
São Paulo,Itapetininga,,,Brazil,,,HOSPITAL DR LEO ORSI BERNARDES ITAPETININGA,-23.584582,-48.0451682,,ROOFTOP,,Centro,18200-075,,,Rua Padre Albuquerque,245,
São Paulo,São Paulo,,,Brazil,,,HOSP MUN VER JOSE STOROPOLLI,-23.5220191,-46.5621399,,ROOFTOP,,Parque Novo Mundo,02181-160,,,Rua Francisco Fanganiello,127,
São Paulo,São Bernardo do Campo,,,Brazil,,,SANTA CASA DE MISERICORDIA DE SAO BERNARDO DO CAMPO,-23.7157535,-46.5744694,,ROOFTOP,,Assunção,09860-214,,,Avenida Robert Kennedy,2900,
São Paulo,Ribeirão Preto,,,Brazil,,,HOSPITAL ELECTRO BONINI RIBEIRAO PRETO,-21.2006609,-47.7799319,,ROOFTOP,,Ribeirânia,14091,,,Marginal da Avenida Leão XIII,1000,
Colorado,,,,United States,,,KAISER CLINICA,39.776272,-104.858744,Denver,ROOFTOP,,,80239,3004,,East 45th Avenue,11000,
São Paulo,São Roque,,,Brazil,,,HOSPITAL DE SAO ROQUE,-23.537508,-47.1384186,,ROOFTOP,,Vila Marques,18135-370,,,Rua Santa Isabel,186,
São Paulo,São José dos Campos,,,Brazil,,,UPA EUGENIO DE MELO,-23.1372607,-45.7836907,,ROOFTOP,,Eugênio de Melo,12247-190,,,Rua General Eugênio de Augusto Melo,101,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL LEONOR MENDES DE BARROS,-23.535934,-46.588712,,ROOFTOP,,Belenzinho,03064-000,,,Avenida Celso Garcia,2477,
São Paulo,Salto,,,Brazil,,,HOSPITAL E MATERNIDADE MUNICIPAL N S DO MONTE SERRAT,-23.1905384,-47.3120585,,ROOFTOP,,Jardim Celani,13326-110,,,Rua Europa,345-419,
São Paulo,Osasco,,,Brazil,,,PRONTO SOCORRO PESTANA P S ANDRE SACCO,-23.5419087,-46.8010335,,ROOFTOP,,Pestana,06132-000,,,Avenida General Pedro Pinho,1250,
São Paulo,Osasco,,,Brazil,,,PRONTO SOCORRO DR OSMAR MESQUITA,-23.4985537,-46.79322029999999,,ROOFTOP,,Helena Maria,06132-000,,,Rua Maria Carvalho de Lima,363,
São Paulo,Várzea Paulista,,,Brazil,,,HOSPITAL MUNICIPAL DR AUCIPIO DA SILVA OLIVEIRA JUNIOR,-23.2121528,-46.8307939,,GEOMETRIC_CENTER,,Vila Sao Jose,13224-265,,,,,
São Paulo,Carapicuíba,,,Brazil,,,PRONTO SOCORRO DA VILA DIRCE,-23.5530431,-46.8363773,,ROOFTOP,,Vila Dirce,06382-260,,,Estrada Ernestina Vieira,70,
State of São Paulo,Diadema,,,Brazil,,,HOSPITAL INFANTIL DE DIADEMA,-23.6816587,-46.6203412,Diadema,APPROXIMATE,,,,,,,,
State of São Paulo,Juquitiba,,,Brazil,,,UMS DE JUQUITIBA,-23.9289154,-47.07149219999999,Juquitiba,APPROXIMATE,,,06950-000,,,,,
São Paulo,Ourinhos,,,Brazil,,,SANTA CASA DE OURINHOS,-22.9839001,-49.863722,,ROOFTOP,,Vila Moraes,19900-241,,,Rua Dom Pedro I,716,
São Paulo,Sorocaba,,,Brazil,,,CASA TRANSITORIA ANDRE LUIZ,-23.5173199,-47.4863209,,ROOFTOP,,Jardim Europa,18045-000,,,Avenida Américo de Carvalho,379,
,,,,,,,IEYES INSTITUTO DOS OLHOS,,,,,,,,,,,,
São Paulo,Marília,,,Brazil,,,INSTITUTO DE OLHOS DE MARILIA,-22.227319,-49.951271,,ROOFTOP,,Boa Vista,17501-530,,,Rua Akira Nagasse,151,
São Paulo,Guarulhos,,,Brazil,,,HOSPITAL MUNICIPAL PIMENTAS BONSUCESSO MANUEL DE PAIVA,-23.4399176,-46.4095042,,ROOFTOP,,Parque das Nacoes,07243-550,,,Rua São José do Paraíso,100,
São Paulo,Atibaia,,,Brazil,,,SANTA CASA DE ATIBAIA,-23.1144454,-46.5499755,,ROOFTOP,,Centro,12940-622,,,Praça Miguel Vairo,104,
São Paulo,São Paulo,,,Brazil,,,HOSP MUN CARMEN PRUDENTE,-23.5974535,-46.4038209,,ROOFTOP,,CENTRO,08471-000,,,Avenida dos Metalúrgicos,1797,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL LOCAL DE SAPOPEMBA,-23.6107551,-46.4929158,,ROOFTOP,,Vila Sapopemba,03975-130,,,Rua Manuel França dos Santos,174,
São Paulo,São Paulo,,,Brazil,,,INSTITUTO DE REABILITACAO LUCY MONTORO,-23.5930062,-46.6287751,,ROOFTOP,,Jardim Vila Mariana,04101-300,,,Rua Domingo de Soto,100,
São Paulo,Pedreira,,,Brazil,,,CONSAUDE PEDREIRA,-22.7417906,-46.8953534,,ROOFTOP,,Vila Canesso,13920-000,,,Rua Henriqueta R Canesso,161,
São Paulo,São Bernardo do Campo,,,Brazil,,,PRONTO SOCORRO ALVARENGA,-23.7422114,-46.6029952,,GEOMETRIC_CENTER,,,,,,Estrada dos Alvarengas,,
,,,,,,,HOSPITAL UNIVERST DA UFSCAR PROF DR HORACIO C PANEPUCCI,,,,,,,,,,,,
São Paulo,Panorama,,,Brazil,,,PRONTO ATENDIMENTO PAULICEIA,-21.3608332,-51.8589073,,ROOFTOP,,Centro,17980-000,,,Rua Manoel Fernandes da Cunha,512,
São Paulo,São Bernardo do Campo,,,Brazil,,,PRONTO ATENDIMENTO DEMARCHI,-23.7447521,-46.5644259,,ROOFTOP,,Demarchi,09820-340,,,Rua Valdomiro Luís,303,
São Paulo,São Bernardo do Campo,,,Brazil,,,PRONTO ATENDIMENTO SILVINA,-23.7272123,-46.5486045,,ROOFTOP,,Ferrazópolis,09790-400,,,Avenida Doutor José Fornari,509,
São Paulo,São Paulo,,,Brazil,,,HOSP MUN M BOI MIRIM,-23.6922065,-46.7755813,,ROOFTOP,,Jardim Copacabana,04849-030,,,Estrada do M'Boi Mirim,5302,
São Paulo,Diadema,,,Brazil,,,QUARTEIRAO DA SAUDE,-23.6860757,-46.617227,,ROOFTOP,,Centro,09911-160,,,Avenida Antônio Piranga,700,
São Paulo,Marília,,,Brazil,,,HOSPITAL UNIVERSITARIO DE MARILIA,-22.2381509,-49.9665431,,ROOFTOP,,Jardim Sao Gabriel,17525-160,,,Rua Doutor Próspero Cecílio Coimbra,80,
,,,,,,,CENTRO DE TRATAMENTO FABIANA MACEDO DE MORAIS,,,,,,,,,,,,
State of São Paulo,Ribeirão Preto,,Conquista,Brazil,,,HOSPITAL ESTADUAL DE RIB PRETO DR CARLOS EDUARDO MARTINELLI,-21.1704008,-47.8103238,Ribeirao Preto,APPROXIMATE,,,,,,,,
São Paulo,Osasco,,,Brazil,,,PS FENELON GUEDES PEREIRA,-23.513787,-46.764427,,ROOFTOP,,Ayrosa,06283-110,,,Rua José Anacleto da Silva,276,
São Paulo,São Caetano do Sul,,,Brazil,,,HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN,-23.617571,-46.556677,,ROOFTOP,,Santa Paula,09551-340,,,Rua Aurélia,257,
São Paulo,Santo André,,,Brazil,,,HOSPITAL DA MULHER MARIA JOSE DOS SANTOS STEIN,-23.6351662,-46.49938849999999,,ROOFTOP,,Parque Novo Oratório,09270-410,,,Rua América do Sul,285,
São Paulo,Taboão da Serra,,,Brazil,,,PSI PRONTO SOCORRO INFANTIL DE TABOAO DA SERRA,-23.638974,-46.8048417,,ROOFTOP,,Jardim Santo Onofre,06785-070,,,Rua Marechal Artur da Costa e Silva,85,
São Paulo,Campinas,,,Brazil,,,COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI,-22.9632816,-47.1347658,,ROOFTOP,,Chácara São José,13060-646,,,Avenida Ruy Rodrigues,3434,
São Paulo,Barueri,,,Brazil,,,HOSPITAL MUNICIPAL DE BARUERI DR FRANCISCO MORAN,-23.4969696,-46.8720315,,ROOFTOP,,Jardim Barueri,06463-320,,,Rua Ângela Mirella,354,
São Paulo,São Paulo,,,Brazil,,,INSTITUTO DO CANCER DO ESTADO DE SAO PAULO,-23.5560403,-46.6681225,,ROOFTOP,,Cerqueira César,01246-000,,,Avenida Doutor Arnaldo,251,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA MOOCA,-23.5709185,-46.5755302,,ROOFTOP,,Alto da Mooca,03192-060,,,Rua Farol Paulistano,410,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA ITAIM PAULISTA,-23.4889421,-46.3859046,,ROOFTOP,,Itaim Paulista,08115-100,,,Avenida Marechal Tito,6577,
São Paulo,Américo Brasiliense,,,Brazil,,,HOSPITAL ESTADUAL AMERICO BRASILIENSE,-21.7411191,-48.1220268,,ROOFTOP,,Jardim Vista Alegre,14820-000,,,Alameda Aldo Lupo,1260,
São Paulo,Santa Bárbara d'Oeste,,,Brazil,,,AME AMBULATORIO MED DE ESPECIALIDADES STA BARBARA DOESTE,-22.7476628,-47.3761956,,ROOFTOP,,Jardim Esmeralda,13454-026,,,Rua da Seda,250,
São Paulo,Caraguatatuba,,,Brazil,,,AME AMBULATORIO MEDICO DE ESPECIALIDADES DE CARAGUATATUBA,-23.6267911,-45.4271626,,GEOMETRIC_CENTER,,Indaiá,11660,,,,,
São Paulo,São José do Rio Preto,,,Brazil,,,HOSPITAL ESTADUAL JOAO PAULO II SAO JOSE DO RIO PRETO,-20.806877,-49.35964449999999,,ROOFTOP,,Jardim Fuscaldo,15061-060,,,Avenida Lino José de Seixas,1455,
São Paulo,Piracicaba,,,Brazil,,,AME PIRACICABA DR OSWALDO CAMBIAGHI,-22.7347504,-47.6426705,,ROOFTOP,,Jardim Elite,13419-311,,,Rua Riachuelo,1850,
São Paulo,Barretos,,,Brazil,,,AME AMBULATORIO MEDICO DE ESPECIALIDADES BARRETOS,-20.5741427,-48.5873515,,ROOFTOP,,Aeroporto,14785-000,,,Avenida Loja Maçônica Renovadora,105,
Baja California,,,,Mexico,,,CENTRO OFTALMOLOGICO DE REFERENCIA,32.66565,-115.48009,Mexicali,ROOFTOP,,Primera,21100,,,Avenida Fco. I. Madero,# 901,
São Paulo,São Paulo,,,Brazil,,,HOSP DIA DA RHC SAO MATEUS DR HENRIQUE C GONCALVES,-23.5877109,-46.4920295,,ROOFTOP,,Jardim Tiete,03947-030,,,Rua Augusto Ferreira Ramos,9,
Minas Gerais,Juiz de Fora,,,Brazil,,,UPA SAO PEDRO,-21.7748032,-43.38437649999999,,ROOFTOP,,São Pedro,36037-440,,,Rua Major Lino Lima,129,
São Paulo,Conchas,,,Brazil,,,HOSPITAL DE CONCHAS,-23.0181824,-48.01144060000001,,ROOFTOP,,Centro,18570-000,,,Rua Alexandre José,87,
São Paulo,Arujá,,,Brazil,,,HOSPITAL DALILA FERREIRA BARBOSA,-23.3923472,-46.3147257,,ROOFTOP,,Jardim Renata,07432-575,,,Rua Diomar Fernandes Negretti,400,
São Paulo,Queluz,,,Brazil,,,SANTA CASA DE QUELUZ,-22.5384729,-44.7728954,,ROOFTOP,,,12800-000,,,Rua Nossa Senhora de Fátima,65,
São Paulo,São Paulo,,,Brazil,,,AME DR LUIZ ROBERTO BARRADAS BARATA SAO PAULO,-23.6099997,-46.5897659,,ROOFTOP,,Cidade Nova Heliópolis,04230-000,,,Avenida Almirante Delamare,1534,
São Paulo,São Bernardo do Campo,,,Brazil,,,UPA DEMARCHI BATISTINI,-23.7447521,-46.5644259,,ROOFTOP,,Demarchi,09820-340,,,Rua Valdomiro Luís,303,
,,,,,,,UNAD UNIDADE DE ATENDIMENTO AO DEPENDENTE,,,,,,,,,,,,
Distrito Federal,Brasília,,,Brazil,,,PRONTO ATENDIMENTO INFANTIL,-15.8278532,-47.9287387,,ROOFTOP,,Asa Sul,70390-700,,SHLS 716 Bloco F,,,
São Paulo,Paranapanema,,,Brazil,,,HOSPITAL MUNICIPAL LEONARDUS VAN MELLIS,-23.3871632,-48.72694449999999,,ROOFTOP,,Centro,18720-000,,,Rua Urias Domingues Leite,s/n,
São Paulo,São Bernardo do Campo,,,Brazil,,,UPA UNIAO ALVARENGA,-23.740817,-46.598149,,ROOFTOP,,Alvarenga,09850-550,,,Estrada dos Alvarengas,5779,
São Paulo,São Bernardo do Campo,,,Brazil,,,UPA RIACHO GRANDE,-23.781974,-46.5298759,,ROOFTOP,,Rio Grande,09830-291,,,Rua Marcílio Conrado,333,
São Paulo,Santo André,,,Brazil,,,AME SANTO ANDRE DR NEWTON DA COSTA BRANDAO,-23.6914348,-46.50773419999999,,ROOFTOP,,Vila America,09110-305,,,Avenida Capitão Mário Toledo de Camargo,3330,
São Paulo,Franca,,,Brazil,,,AME AMBULATORIO MEDICO DE ESPECIALIDADES DE FRANCA,-20.5407701,-47.4034416,,ROOFTOP,,Centro,14400-350,,,Rua Doutor Alcindo Ribeiro Conrado,1395,
Santa Catarina,Itapema,,,Brazil,,,HOSPITAL MUNICIPAL SANTO ANTONIO,-27.0953166,-48.624438,,ROOFTOP,,Varzea,88220-000,,,Rua Setecentos,679,
São Paulo,Suzano,,,Brazil,,,SANTA CASA DE SUZANO UNIDADE II,-23.5524383,-46.3073924,,ROOFTOP,,Vila Figueira,08676-000,,,Avenida Antônio Marques Figueira,1861,
São Paulo,Caieiras,,,Brazil,,,HOSPITAL DE CLINICAS CAIEIRAS,-23.3619795,-46.7440674,,ROOFTOP,,Centro,07700-135,,,Rua Ambrosina do Carmo Buonaguide,204,
São Paulo,São Bernardo do Campo,,,Brazil,,,UPA PAULICEIA TABOAO,-23.6709261,-46.5830719,,ROOFTOP,,Paulicéia,09692-060,,,Rua Pedro de Tolêdo,326,
São Paulo,São Bernardo do Campo,,,Brazil,,,UPA BAETA NEVES,-23.6998662,-46.5438421,,ROOFTOP,,Baeta Neves,09760-001,,,Rua dos Vianas,933,
,,,,,,,HOSPITAL ESTADUAL DR ALBANO DA FRANCA ROCHA SOBRINHO,,,,,,,,,,,,
